IR count,origin,ID-replicon
1207781,obs,chromosome_GCF_000005845.2_ASM584v2
1239201,sim,chromosome_GCF_000005845.2_ASM584v2
1239912,sim,chromosome_GCF_000005845.2_ASM584v2
1240731,sim,chromosome_GCF_000005845.2_ASM584v2
1240634,sim,chromosome_GCF_000005845.2_ASM584v2
1239629,sim,chromosome_GCF_000005845.2_ASM584v2
1240250,sim,chromosome_GCF_000005845.2_ASM584v2
1239073,sim,chromosome_GCF_000005845.2_ASM584v2
1238713,sim,chromosome_GCF_000005845.2_ASM584v2
1240695,sim,chromosome_GCF_000005845.2_ASM584v2
1240804,sim,chromosome_GCF_000005845.2_ASM584v2
2637721,obs,chromosome_GCF_000006945.2_ASM694v2
2641294,sim,chromosome_GCF_000006945.2_ASM694v2
2642912,sim,chromosome_GCF_000006945.2_ASM694v2
2640585,sim,chromosome_GCF_000006945.2_ASM694v2
2642759,sim,chromosome_GCF_000006945.2_ASM694v2
2643210,sim,chromosome_GCF_000006945.2_ASM694v2
2643803,sim,chromosome_GCF_000006945.2_ASM694v2
2641368,sim,chromosome_GCF_000006945.2_ASM694v2
2641096,sim,chromosome_GCF_000006945.2_ASM694v2
2643273,sim,chromosome_GCF_000006945.2_ASM694v2
2639688,sim,chromosome_GCF_000006945.2_ASM694v2
46471,obs,plasmid_pSLT_GCF_000006945.2_ASM694v2
47020,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
47049,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
47112,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
46675,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
46643,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
46911,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
46785,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
46651,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
47006,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
46809,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
